Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
2254,20.27,-0.4,LaShawn Merritt,USA,27.06.86,Shanghai,13.05.2017
2254,20.27,+1.6,Kyree King,USA,09.07.94,Eugene,07.06.2017
2254,20.27,-0.5,Churandy Martina,NED,03.07.84,Paris,01.07.2017
2254,20.27,-0.2,Lebokeng Sesele,RSA,10.12.90,Kortrijk,08.07.2017
2254,20.27,+0.4,Fred Kerley,USA,07.05.95,Rabat,16.07.2017
2254,20.27,+0.9,Zharnel Hughes,GBR,13.07.95,Bruxelles,01.09.2017
2254,20.27,+1.3,Alex Quiñonez,ECU,11.08.89,Santa Maria,22.11.2017
2254,20.27,+1.6,Dedric Dukes,USA,04.02.92,Austin,31.03.2018
2254,20.27,+1.3,Rodney Rowe,USA,17.03.97,Tampa,25.05.2018
2254,20.27,+0.5,Ncincihli Titi,RSA,15.12.93,Tampa,26.05.2018
2254,20.27,1.4,Leon Reid,GBR,26.07.94,Birmingham,01.07.2018
2254,20.27,+2.0,Joseph Amoah,GHA,12.01.97,Greensboro,02.05.2019
2254,20.27,+0.5,Yohan Blake,JAM,26.12.89,Kingston,23.06.2019
2254,20.27,-1.0,Alex Quiñonez,ECU,11.08.89,Lima,09.08.2019
2254,20.27,+0.8,Kirara Shiraishi,JPN,31.05.96,Fukui,17.08.2019
2254,20.27,+0.5,Ramil Guliyev,TUR,29.05.90,Ad-Dawhah,29.09.2019
2254,20.27,+0.4,Matthew Boling,USA,20.06.00,College Station,13.05.2021
2254,20.27,-0.6,Fred Kerley,USA,07.05.95,Ostrava,19.05.2021
2254,20.27,+0.9,Matthew Boling,USA,20.06.00,Eugene,26.06.2021
2254,20.27,-0.2,Joseph Amoah,GHA,12.01.97,Tokyo,03.08.2021
2254,20.27,+0.7,Andrew Hudson,USA,14.12.96,Le Lorrain,14.05.2022
2254,20.27,-2.1,Alexander Ogando,DOM,03.05.00,La Nucía,22.05.2022
2254,20.27,-0.3,Filippo Tortu,ITA,15.06.98,München,19.08.2022
2254,20.27,+0.8,Przemyslaw Slowikowski,POL,20.11.93,Szczecin,24.08.2022
2254,20.27,-2.9,Jereem Richards,TTO,13.01.94,Bruxelles,02.09.2022
2254,20.27,+1.8,Matthew Boling,USA,20.06.00,Walnut,15.04.2023
2254,20.27,+1.1,Cameron Miller,USA,17.02.00,Jacksonville,24.05.2023
2254,20.27,+0.6,Alexander Ogando,DOM,03.05.00,Oslo,15.06.2023
2369,20.28A,+0.3,John Carlos,USA,05.06.45,Echo Summit,11.09.1968
2369,20.28A,+1.9,Larry Questad,USA,10.07.43,Echo Summit,12.09.1968
2369,20.28A,±0.0,Tommie Smith,USA,12.06.44,Ciudad de México,15.10.1968
2369,20.28,+0.4,Larry Black,USA,20.07.51,München,03.09.1972
2369,20.28,Pietro,Mennea,ITA,28.06.52,Roma,21.09.1975
2369,20.28,-0.1,Donald Quarrie,JAM,25.02.51,Montréal,25.07.1976
2369,20.28,±0.0,Donald Quarrie,JAM,25.02.51,Helsinki,30.06.1977
2369,20.28,+1.4,William Snoddy,USA,06.12.57,Eugene,03.06.1978
2369,20.28,Mel,Lattany,USA,10.08.59,Tuscaloosa,20.04.1979
2369,20.28,+1.8,Dwayne Evans,USA,13.10.58,Walnut,17.06.1979
2369,20.28,±0.0,Pietro Mennea,ITA,28.06.52,Viareggio,08.08.1979
2369,20.28,+1.3,Mel Lattany,USA,10.08.59,Athens GA,11.04.1981
2369,20.28,-0.4,Mel Lattany,USA,10.08.59,Gainesville,16.05.1981
2369,20.28,+1.0,Pietro Mennea,ITA,28.06.52,Dar-el-Beida,13.09.1983
2369,20.28,+1.4,Kirk Baptiste,USA,20.06.63,Austin,11.05.1984
2369,20.28,+1.0,Roy Martin,USA,25.12.66,Los Angeles,19.06.1984
2369,20.28,+1.2,Robson Caetano da Silva,BRA,04.09.64,Madrid,04.06.1986
2369,20.28,+1.9,Tony Jones,USA,30.12.65,Lubbock,17.05.1987
2369,20.28,±0.0,Stanley Kerr,USA,19.06.67,Baton Rouge,03.06.1987
2369,20.28,+1.4,Floyd Heard,USA,24.03.66,Budapest,06.07.1987
2369,20.28,-1.4,Robson Caetano da Silva,BRA,04.09.64,Zürich,19.08.1987
2369,20.28,Danny,Everett,USA,01.11.66,Göteborg,21.06.1988
2369,20.28,+1.5,Robson Caetano da Silva,BRA,04.09.64,Seoul,28.09.1988
2369,20.28,+1.7,Mark Witherspoon,USA,03.09.63,Houston,16.06.1989
2369,20.28,-0.7,Robson Caetano da Silva,BRA,04.09.64,Oslo,01.07.1989
2369,20.28,+1.2,Robson Caetano da Silva,BRA,04.09.64,Berlin,18.08.1989
2369,20.28,+1.4,John Regis,GBR,13.10.66,Birmingham,04.08.1990
2369,20.28,±0.0,Robson Caetano da Silva,BRA,04.09.64,Berlin,17.08.1990
2369,20.28,+0.9,Nikolay Antonov,BUL,17.08.68,Tokyo,26.08.1991
2369,20.28,-1.2,Frank Fredericks,NAM,02.10.67,Al Qâhirah,26.09.1991
2369,20.28,+2.0,Bryan Bronson,USA,09.09.72,Modesto,16.05.1992
2369,20.28,+0.9,Dennis Mitchell,USA,20.02.66,Granada,30.05.1992
2369,20.28,±0.0,John Regis,GBR,13.10.66,Monaco,11.08.1992
2369,20.28,+0.9,Michael Marsh,USA,04.08.67,København,25.08.1992
2369,20.28,+1.3,Frank Fredericks,NAM,02.10.67,Villeneuve d'Ascq,02.07.1993
2369,20.28,±0.0,Olapade Adeniken,NGR,19.08.69,Monaco,02.08.1994
2369,20.28,-1.0,Andrew Tynes,BAH,13.02.72,Des Moines,29.04.1995
2369,20.28,+1.9,Carl Lewis,USA,01.07.61,New York City,21.05.1995
2369,20.28,+2.0,Claudinei Quirino da Silva,BRA,19.11.70,São Paulo,05.07.1995
2369,20.28,+1.2,Thomás Sbókos,GRE,10.04.72,Pátra,23.07.1995
2369,20.28,-0.9,Frank Fredericks,NAM,02.10.67,Göteborg,11.08.1995
2369,20.28A,±0.0,Sunday Bada,NGR,22.06.69,Harare,18.09.1995
2369,20.28,-0.2,Kevin Little,USA,03.04.68,Lausanne,02.07.1997
2369,20.28,-0.1,Ato Boldon,TTO,30.12.73,Athínai,06.08.1997
2369,20.28,+0.4,Bryan Bronson,USA,09.09.72,Houston,16.05.1998
2369,20.28,+1.6,Julian Golding,GBR,17.02.75,Sevilla,25.08.1999
2369,20.28,-0.1,Claudinei Quirino da Silva,BRA,19.11.70,Berlin,07.09.1999
2369,20.28,+0.6,Coby Miller,USA,19.10.76,Durham,02.06.2000
2369,20.28,+1.0,Bernard Williams,USA,19.01.78,Durham,03.06.2000
2369,20.28,+0.3,Ato Boldon,TTO,30.12.73,Sydney,27.09.2000
2369,20.28,-0.6,Claudinei Quirino da Silva,BRA,19.11.70,Sydney,28.09.2000
2369,20.28,-1.1,Konstadínos Kedéris,GRE,11.07.73,Zürich,17.08.2001
2369,20.28,+1.8,Dominic Demeritte,BAH,22.02.78,Fort-de-France,27.04.2002
2369,20.28,-0.1,Dominic Demeritte,BAH,22.02.78,Nassau,19.06.2004
2369,20.28,+0.9,Stéphane Buckland,MRI,13.01.77,Iráklio,04.07.2004
2369,20.28,+0.1,Andrew Howe,ITA,12.05.85,Grosseto,16.07.2004
2369,20.28,+0.1,Joshua J. Johnson,USA,10.05.76,Saint-Denis,23.07.2004
2369,20.28,+1.7,Asafa Powell,JAM,23.11.82,Birmingham,25.07.2004
2369,20.28,-1.2,Joshua J. Johnson,USA,10.05.76,Zürich,06.08.2004
2369,20.28,-0.5,Joshua J. Johnson,USA,10.05.76,Rieti,05.09.2004
2369,20.28,+0.3,Stéphane Buckland,MRI,13.01.77,Avellino,15.06.2005
2369,20.28,+0.5,Usain Bolt,JAM,21.08.86,Ostrava,30.05.2006
2369,20.28,-1.3,Jeremy Wariner,USA,31.01.84,Indianapolis,24.06.2006
2369,20.28,+0.3,Brian Dzingai,ZIM,29.04.81,Osaka,28.08.2007
2369,20.28,-0.8,Churandy Martina,AHO,03.07.84,Osaka,30.08.2007
2369,20.28,-0.8,Marvin Anderson,JAM,12.05.82,Osaka,30.08.2007
2369,20.28,+0.2,Christopher Williams,JAM,15.03.72,Beijing,18.08.2008
2369,20.28,-0.3,Brian Dzingai,ZIM,29.04.81,Daegu,25.09.2008
2369,20.28,+0.4,Wallace Spearmon,USA,24.12.84,Eugene,28.06.2009
2369,20.28,±0.0,Mark Jelks,USA,10.04.84,Athínai,13.07.2009
2369,20.28,+0.3,Ramil Guliyev,AZE,29.05.90,Berlin,19.08.2009
2369,20.28,+0.2,Steve Mullings,JAM,29.11.82,Baie-Mahault,01.05.2010
2369,20.28,-2.8,Christophe Lemaitre,FRA,11.06.90,Stockholm,19.06.2011
2369,20.28,-0.8,Alonso Edward,PAN,08.12.89,Reims,05.07.2011
2369,20.28,+1.5,Calesio Newman,USA,20.08.86,Eugene,29.06.2012
2369,20.28,+0.7,Alex Quiñonez,ECU,11.08.89,London,07.08.2012
2369,20.28,-0.4,Warren Weir,JAM,31.10.89,London,08.08.2012
2369,20.28A,+0.5,Lalonde Gordon,TTO,25.11.88,Morelia,07.07.2013
2369,20.28,-0.5,Jason Livermore,JAM,25.04.88,Marrakesh,08.06.2014
2369,20.28,-0.5,Curtis Mitchell,USA,11.03.89,Monaco,18.07.2014
2369,20.28A,+0.6,Roberto Skyers,CUB,12.11.91,Ciudad de México,16.08.2014
2369,20.28A,+0.6,Jermaine Brown,JAM,04.07.91,Ciudad de México,16.08.2014
2369,20.28,+0.2,Christophe Lemaitre,FRA,11.06.90,Marrakesh,14.09.2014
2369,20.28,+0.7,Rasheed Dwyer,JAM,29.01.89,Kingston,09.05.2015
2369,20.28,+0.8,Christophe Lemaitre,FRA,11.06.90,Roma,04.06.2015
2369,20.28,-0.7,Femi Ogunode,QAT,15.05.91,Wuhan,06.06.2015
2369,20.28,+0.6,Christophe Lemaitre,FRA,11.06.90,Villeneuve d'Ascq,12.07.2015
2369,20.28A,+1.8,Yancarlos Martínez,DOM,08.08.92,"San José, CRC",09.08.2015
2369,20.28,+0.1,Usain Bolt,JAM,21.08.86,Beijing,25.08.2015
2369,20.28,-0.3,Kenji Fujimitsu,JPN,01.05.86,Beijing,25.08.2015
2369,20.28,+0.3,Jarrion Lawson,USA,06.05.94,Eugene,08.06.2016
2369,20.28,+0.6,Usain Bolt,JAM,21.08.86,Rio de Janeiro,16.08.2016
2369,20.28,+0.4,Christophe Lemaitre,FRA,11.06.90,Rio de Janeiro,16.08.2016
2369,20.28,Gift,Leotlela,RSA,12.05.98,Cape Town,08.04.2017
2369,20.28,-0.1,Christian Coleman,USA,06.03.96,Columbia,22.04.2017
2369,20.28A,+0.7,Julius Morris,MNT,14.04.94,El Paso,14.05.2017
2369,20.28,+1.2,LaShawn Merritt,USA,27.06.86,Kingston,20.05.2017
2369,20.28,-2.1,Isiah Young,USA,05.01.90,Sacramento,25.06.2017
2369,20.28,+0.3,Wayde van Niekerk,RSA,15.07.92,London,09.08.2017
2369,20.28,Zharnel,Hughes,GBR,13.07.95,Kingston,27.01.2018
2369,20.28,+1.8,Andre Ewers,JAM,07.06.95,Tampa,25.05.2018
2369,20.28A,-0.5,Bernardo Baloyes,COL,06.01.94,Cochabamba,07.06.2018
2369,20.28,±0.0,Divine Oduduru,NGR,07.10.96,Eugene,08.06.2018
2369,20.28,+0.7,Churandy Martina,NED,03.07.84,Kortrijk,14.07.2018
2369,20.28,-1.6,Kyle Greaux,TTO,26.04.88,Heusden-Zolder,21.07.2018
2369,20.28,-1.6,Ramil Guliyev,TUR,29.05.90,Ostrava,08.09.2018
2369,20.28,+1.9,Alex Quiñonez,ECU,11.08.89,Gainesville,29.03.2019
2369,20.28,-0.5,Ramil Guliyev,TUR,29.05.90,Rabat,16.06.2019
2369,20.28,+0.5,Paulo André de Oliveira,BRA,20.08.98,Napoli,11.07.2019
2369,20.28,+0.9,Nethaneel Mitchell-Blake,GBR,02.04.94,London,21.07.2019
2369,20.28,-0.3,Jereem Richards,TTO,13.01.94,Ad-Dawhah,30.09.2019
2369,20.28,+0.1,Yancarlos Martínez,DOM,08.08.92,Ad-Dawhah,30.09.2019
2369,20.28,+1.5,Kasaun James,USA,22.12.97,Jacksonville,26.05.2021
2369,20.28,+0.7,Matthew Boling,USA,20.06.00,Eugene,09.06.2021
2369,20.28,+1.4,Javonte Harding,USA,29.08.01,Eugene,09.06.2021
2369,20.28,+1.1,Josephus Lyles,USA,22.07.98,Eugene,26.06.2021
2369,20.28,+0.6,Steven Gardiner,BAH,12.09.95,Carolina,18.03.2022
2369,20.28,-0.4,Davonte Burnett,JAM,27.02.00,Los Angeles,01.05.2022
2369,20.28,-0.1,Micaiah Harris,USA,23.05.99,Eugene,08.06.2022
2369,20.28,-1.1,Pol Retamal,ESP,16.03.99,Nerja,26.06.2022
2369,20.28A,-0.3,Brendon Rodney,CAN,09.04.92,Gaborone,29.04.2023
2369,20.28,+1.6,David Dunlap,USA,06.08.00,Sacramento,26.05.2023
2369,20.28,±0.0,Jereem Richards,TTO,13.01.94,Firenze,02.06.2023
2369,20.28,+0.6,Jeremiah Curry,USA,07.01.00,Austin,07.06.2023
2493,20.29A,+1.9,Jerry Bright,USA,21.07.47,Echo Summit,12.09.1968
2493,20.29A,+1.9,Tom Randolph,USA,04.01.42,Echo Summit,12.09.1968
2493,20.29,+0.8,Millard Hampton,USA,08.07.56,Montréal,26.07.1976
2493,20.29,+0.8,Clancy Edwards,USA,09.08.55,Westwood,30.04.1977
2493,20.29,Pietro,Mennea,ITA,28.06.52,Viareggio,09.08.1978
2493,20.29,-0.5,James Gilkes,GUY,21.09.52,Stuttgart,22.08.1978
2493,20.29,+0.9,Donald Quarrie,JAM,25.02.51,Moskva,28.07.1980
2493,20.29,-2.5,Pietro Mennea,ITA,28.06.52,Bologna,10.09.1980
2493,20.29A,±0.0,Desai Williams,CAN,12.06.59,Provo,21.05.1983
2493,20.29,-1.2,Pietro Mennea,ITA,28.06.52,Torino,05.06.1983
2493,20.29,+0.9,Calvin Smith,USA,08.01.61,Indianapolis,19.06.1983
2493,20.29,+1.5,Clinton Davis,USA,17.08.65,University Park,26.06.1983
2493,20.29,+1.3,Calvin Smith,USA,08.01.61,Helsinki,13.08.1983
2493,20.29,-2.2,Kirk Baptiste,USA,20.06.63,Los Angeles,08.08.1984
2493,20.29,+0.9,Kirk Baptiste,USA,20.06.63,Budapest,20.08.1984
2493,20.29,+1.5,Daron Council,USA,26.12.64,Starkville,18.05.1985
2493,20.29,+0.3,Calvin Smith,USA,08.01.61,Paris,22.07.1986
2493,20.29,±0.0,Robson Caetano da Silva,BRA,04.09.64,Nice,13.07.1987
2493,20.29,+1.8,Lorenzo Daniel,USA,23.03.66,Walnut,24.04.1988
2493,20.29,±0.0,Dennis Mitchell,USA,20.02.66,Auburn,14.05.1988
2493,20.29,+1.2,Henry Thomas,USA,10.07.67,Westwood,22.05.1988
2493,20.29A,+1.8,Dennis Mitchell,USA,20.02.66,Provo,31.05.1989
2493,20.29,-0.4,Robson Caetano da Silva,BRA,04.09.64,Tucson,10.06.1989
2493,20.29,-1.5,Floyd Heard,USA,24.03.66,Lausanne,27.06.1989
2493,20.29,-0.2,Floyd Heard,USA,24.03.66,Sevilla,30.05.1990
2493,20.29,±0.0,Michael Johnson,USA,13.09.67,Grosseto,13.08.1990
2493,20.29,-1.2,Michael Johnson,USA,13.09.67,Sevilla,30.05.1991
2493,20.29,+1.9,Jimmy French,USA,02.04.70,Eugene,31.05.1991
2493,20.29,-0.9,Robson Caetano da Silva,BRA,04.09.64,Barcelona,20.09.1991
2493,20.29,+1.0,Davidson Ezinwa,NGR,22.11.71,Azusa,14.03.1992
2493,20.29,+1.1,Olapade Adeniken,NGR,19.08.69,Austin,09.05.1992
2493,20.29,-2.8,Michael Johnson,USA,13.09.67,New Orleans,27.06.1992
2493,20.29,-1.5,Linford Christie,GBR,02.04.60,Birmingham,28.06.1992
2493,20.29,-0.5,John Regis,GBR,13.10.66,London,10.07.1992
2493,20.29,±0.0,Michael Bates,USA,19.12.69,Monaco,11.08.1992
2493,20.29,-1.0,Dennis Mitchell,USA,20.02.66,Zürich,19.08.1992
2493,20.29,+1.5,Chris Nelloms,USA,14.08.71,New Orleans,04.06.1993
2493,20.29,+0.8,Dean Capobianco,AUS,11.05.70,Rieti,05.09.1993
2493,20.29,+0.8,Frank Fredericks,NAM,02.10.67,Stockholm,12.07.1994
2493,20.29,+1.1,Iván García,CUB,29.02.72,Mar del Plata,22.03.1995
2493,20.29,+0.7,Geir Moen,NOR,26.06.69,Lillehammer,20.08.1995
2493,20.29A,±0.0,Emmanuel Tuffour,GHA,02.12.66,Harare,18.09.1995
2493,20.29,-0.3,Ato Boldon,TTO,30.12.73,Westwood,04.05.1996
2493,20.29,+1.7,Kevin Little,USA,03.04.68,Atlanta,18.05.1996
2493,20.29,+0.7,Linford Christie,GBR,02.04.60,Roma,05.06.1996
2493,20.29,+1.1,Koji Ito,JPN,29.01.70,Osaka,06.06.1996
2493,20.29,+0.7,Carl Lewis,USA,01.07.61,Atlanta,22.06.1996
2493,20.29,-0.3,Carl Lewis,USA,01.07.61,Atlanta,22.06.1996
2493,20.29,-0.3,Alvis Whitted,USA,04.09.74,Atlanta,22.06.1996
2493,20.29,-0.8,Michael Johnson,USA,13.09.67,Rio de Janeiro,04.05.1997
2493,20.29,+0.4,Kevin Little,USA,03.04.68,Osaka,10.05.1997
2493,20.29,-1.8,Obadele Thompson,BAR,30.03.76,San Diego,23.05.1997
2493,20.29,-0.2,Jon Drummond,USA,09.09.68,Athínai,07.08.1997
2493,20.29,+0.4,Ramon Clay,USA,29.06.75,Cape Town,20.03.1998
2493,20.29,-0.8,Tyree Washington,USA,28.08.76,Uniondale,19.07.1998
2493,20.29,-0.2,Christian Malcolm,GBR,03.06.79,Kuala Lumpur,19.09.1998
2493,20.29,-1.7,Frank Fredericks,NAM,02.10.67,Hamilton,12.02.1999
2493,20.29,±0.0,Claudinei Quirino da Silva,BRA,19.11.70,Saint-Denis,03.07.1999
2493,20.29,+1.6,Rohsaan Griffin,USA,21.02.74,Luzern,05.07.1999
2493,20.29,±0.0,Bruny Surin,CAN,12.07.67,Zagreb,05.07.1999
2493,20.29,+0.8,Claudinei Quirino da Silva,BRA,19.11.70,Roma,07.07.1999
2493,20.29,-0.8,Jon Drummond,USA,09.09.68,Zürich,11.08.1999
2493,20.29,-0.5,Shawn Crawford,USA,14.01.78,Durham,21.04.2000
2493,20.29,+0.6,Shawn Crawford,USA,14.01.78,Durham,31.05.2000
2493,20.29,+0.6,Darvis Patton,USA,04.12.77,Durham,02.06.2000
2493,20.29,+0.9,Claudinei Quirino da Silva,BRA,19.11.70,Roma,30.06.2000
2493,20.29,-0.3,Maurice Greene,USA,23.07.74,Sacramento,22.07.2000
2493,20.29,+1.1,Kenny Brokenburr,USA,29.10.68,Sacramento,23.07.2000
2493,20.29,+0.6,Justin Gatlin,USA,10.02.82,Columbia,11.05.2001
2493,20.29,+0.6,Yusuke Omae,JPN,06.04.82,Matsumoto,30.06.2001
2493,20.29,+0.7,Marlon Devonish,GBR,01.06.76,Edmonton,08.08.2001
2493,20.29,-0.3,Stéphane Buckland,MRI,13.01.77,Villeneuve d'Ascq,16.06.2002
2493,20.29,+1.9,Frank Fredericks,NAM,02.10.67,Sheffield,30.06.2002
2493,20.29,+1.4,Abdul Aziz Zakari,GHA,02.09.76,Manchester,29.07.2002
2493,20.29,-0.8,Konstadínos Kedéris,GRE,11.07.73,München,08.08.2002
2493,20.29,+0.5,Shawn Crawford,USA,14.01.78,Bruxelles,30.08.2002
2493,20.29,-0.5,Darvis Patton,USA,04.12.77,Yokohama,16.09.2002
2493,20.29,-0.6,Brendan Christian,ANT,11.12.83,Austin,19.05.2003
2493,20.29,-1.5,Stéphane Buckland,MRI,13.01.77,La Chaux-de-Fonds,17.08.2003
2493,20.29,+0.6,Frank Fredericks,NAM,02.10.67,Saint-Denis,28.08.2003
2493,20.29A,-0.2,Joshua J. Johnson,USA,10.05.76,Ciudad de México,22.05.2004
2493,20.29,-1.1,Francis Obikwelu,POR,22.11.78,Madrid,17.07.2004
2493,20.29,+1.5,Stéphane Buckland,MRI,13.01.77,Athínai,24.08.2004
2493,20.29,+1.8,Bernard Williams,USA,19.01.78,Athínai,24.08.2004
2493,20.29,+1.8,Christian Malcolm,GBR,03.06.79,Ciudad de Málaga,29.06.2006
2493,20.29,+0.2,Kelly Willie,USA,07.09.82,Bruxelles,25.08.2006
2493,20.29,-0.3,Brian Dzingai,ZIM,29.04.81,Torino,08.06.2007
2493,20.29,+0.2,Clement Campbell,JAM,19.12.75,Kingston,24.06.2007
2493,20.29,-0.3,Rodney Martin,USA,22.12.82,Shanghai,28.09.2007
2493,20.29A,+0.7,Gerald Phiri,ZAM,06.10.88,Boulder,18.05.2008
2493,20.29,+1.6,Xavier Carter,USA,08.12.85,Eugene,08.06.2008
2493,20.29,+0.1,Usain Bolt,JAM,21.08.86,Beijing,18.08.2008
2493,20.29,+0.1,Brendan Christian,ANT,11.12.83,Beijing,19.08.2008
2493,20.29,+0.8,Trey Harts,USA,17.10.87,Waco,18.04.2009
2493,20.29,+1.3,LaShawn Merritt,USA,27.06.86,Réthymno,20.07.2009
2493,20.29,-1.8,Wallace Spearmon,USA,24.12.84,Daegu,25.09.2009
2493,20.29,+0.6,Rondel Sorrillo,TTO,24.01.86,Greensboro,29.05.2010
2493,20.29,-0.9,Wallace Spearmon,USA,24.12.84,Gateshead,10.07.2010
2493,20.29,+0.4,Jaysuma Saidy Ndure,NOR,01.01.84,Zürich,19.08.2010
2493,20.29,+1.2,Rakieem Salaam,USA,05.04.90,Des Moines,09.06.2011
2493,20.29,-0.8,Mario Forsythe,JAM,30.10.85,Reims,05.07.2011
2493,20.29,+0.8,Nickel Ashmeade,JAM,07.04.90,Daegu,03.09.2011
2493,20.29A,+1.7,Alex Quiñonez,ECU,11.08.89,Bogotá,30.06.2012
2493,20.29,-0.4,Warren Weir,JAM,31.10.89,London,07.08.2012
2493,20.29A,+0.5,Jason Livermore,JAM,25.04.88,Morelia,07.07.2013
2493,20.29,±0.0,Jermaine Brown,JAM,04.07.91,Tempe,12.04.2014
2493,20.29,-0.2,Curtis Mitchell,USA,11.03.89,New York City,14.06.2014
2493,20.29,-0.1,Justin Walker,USA,30.11.90,Montverde,06.06.2015
2493,20.29,+1.8,Kahlil Henderson,USA,18.11.94,Eugene,10.06.2015
2493,20.29,-2.8,Usain Bolt,JAM,21.08.86,New York City,13.06.2015
2493,20.29,+2.0,Brendon Rodney,CAN,09.04.92,Toronto,23.07.2015
2493,20.29,+0.1,Roberto Skyers,CUB,12.11.91,Beijing,25.08.2015
2493,20.29,-0.2,Christophe Lemaitre,FRA,11.06.90,Beijing,25.08.2015
2493,20.29A,-0.2,Akani Simbine,RSA,21.09.93,Pretoria,11.03.2016
2493,20.29,+1.9,Isiah Young,USA,05.01.90,Ad-Dawhah,06.05.2016
2493,20.29A,+1.0,Correion Mosby,USA,31.01.96,Levelland,19.05.2016
2493,20.29,+1.0,Yohan Blake,JAM,26.12.89,Kingston,02.07.2016
2493,20.29,-1.5,Yohan Blake,JAM,26.12.89,Kingston,03.07.2016
2493,20.29,+0.1,Churandy Martina,NED,03.07.84,Monaco,15.07.2016
2493,20.29,±0.0,José Carlos Herrera,MEX,05.02.86,Rio de Janeiro,16.08.2016
2493,20.29,+0.2,Churandy Martina,NED,03.07.84,Rio de Janeiro,16.08.2016
2493,20.29,+1.2,Zharnel Hughes,GBR,13.07.95,Kingston,20.05.2017
2493,20.29,+0.6,Christophe Lemaitre,FRA,11.06.90,Roma,08.06.2017
2493,20.29,-3.1,Nethaneel Mitchell-Blake,GBR,02.04.94,Eugene,09.06.2017
2493,20.29,+0.4,Isiah Young,USA,05.01.90,Sacramento,24.06.2017
2493,20.29,Warren,Weir,JAM,31.10.89,Kingston,24.06.2017
2493,20.29,+1.0,Julian Reus,GER,29.04.88,Erfurt,09.07.2017
2493,20.29,-0.6,Sydney Siame,ZAM,07.10.97,London,07.08.2017
2493,20.29,±0.0,Andre Ewers,JAM,07.06.95,Eugene,08.06.2018
2493,20.29,+0.7,Yuki Koike,JPN,13.05.95,Kortrijk,14.07.2018
2493,20.29,+0.3,Bruno Hortelano,ESP,18.09.91,Berlin,08.08.2018
2493,20.29,+1.8,Roberto Skyers,CUB,12.11.91,Camagüey,22.02.2019
2493,20.29,+0.2,Kenneth Bednarek,USA,14.10.98,Des Moines,27.04.2019
2493,20.29,-0.1,Alex Wilson,SUI,19.09.90,Lausanne,05.07.2019
2493,20.29,+0.1,Isiah Young,USA,05.01.90,Montverde,06.07.2019
2493,20.29,-0.1,Shota Iizuka,JPN,25.06.91,Fujiyoshida,01.09.2019
2493,20.29,+0.9,Clarence Munyai,RSA,20.02.98,Ad-Dawhah,29.09.2019
2493,20.29,+1.4,E.J. Floreal,USA,23.03.93,Austin,27.03.2021
2493,20.29,+1.7,Andrew Hudson,USA,14.12.96,Baton Rouge,24.04.2021
2493,20.29,+0.3,Davonte Burnett,USA,27.02.00,College Station,28.05.2021
2493,20.29,-0.4,Yohan Blake,JAM,26.12.89,Kingston,26.06.2021
2493,20.29,-1.1,Alonso Edward,PAN,08.12.89,Székesfehérvár,06.07.2021
2493,20.29,-0.4,Eseosa Desalu,ITA,19.02.94,Tokyo,03.08.2021
2493,20.29,+1.4,Brendon Rodney,CAN,09.04.92,Baton Rouge,30.04.2022
2493,20.29,-0.2,Zharnel Hughes,GBR,13.07.95,Ostrava,31.05.2022
2493,20.29,+1.4,Fred Kerley,USA,07.05.95,Eugene,25.06.2022
2493,20.29,+0.4,Sinesipho Dambile,RSA,02.03.02,Eugene,18.07.2022
2493,20.29,-0.3,Rasheed Dwyer,JAM,29.01.89,Eugene,18.07.2022
2493,20.29,-0.1,Jerome Blake,CAN,18.08.95,Eugene,19.07.2022
2493,20.29,±0.0,Kyree King,USA,09.07.94,Memphis,30.07.2022
2493,20.29,+0.8,Kyree King,USA,09.07.94,Memphis,30.07.2022
2493,20.29,-0.1,Filippo Tortu,ITA,15.06.98,München,18.08.2022
2493,20.29,-0.4,Josephus Lyles,USA,22.07.98,Nassau,19.08.2022
2493,20.29,-0.2,Kyree King,USA,09.07.94,Nassau,19.08.2022
2493,20.29A,+0.6,Yancarlos Martínez,DOM,08.08.92,Quito,05.03.2023
2493,20.29,+0.3,Kyree King,USA,09.07.94,Ad-Dawhah,05.05.2023
2493,20.29,+0.3,Joseph Fahnbulleh,LBR,11.09.01,Ad-Dawhah,05.05.2023
2493,20.29,+0.8,Dominique Alexander,USA,1,Hill,12.05.2023
2493,20.29,+1.0,Amir Willis,USA,09.09.00,Austin,07.06.2023
2652,20.30,±0.0,Valeriy Borzov,UKR,20.10.49,Helsinki,13.08.1971
2652,20.30,±0.0,Pietro Mennea,ITA,28.06.52,München,04.09.1972
2652,20.30,±0.0,Donald Quarrie,JAM,25.02.51,Kingston,13.05.1977
2652,20.30,+0.5,Pietro Mennea,ITA,28.06.52,Roma,27.07.1977
2652,20.30,+1.0,Silvio Leonard,CUB,20.09.55,Düsseldorf,04.09.1977
2652,20.30,Pietro,Mennea,ITA,28.06.52,Bologna,19.09.1978
2652,20.30,+0.9,Silvio Leonard,CUB,20.09.55,Moskva,28.07.1980
2652,20.30,-0.9,João Batista Eugênio da,Silva,BRA,4 Los Angeles,08.08.1984
2652,20.30,-1.3,Sam Graddy,USA,10.02.64,Knoxville,10.05.1985
2652,20.30,+1.1,Roy Martin,USA,25.12.66,Indianapolis,16.06.1985
2652,20.30,±0.0,Harvey McSwain,USA,10.03.63,Knoxville,24.05.1986
