Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
1308,11.01,+2.0,Twanisha Terry,USA,24.01.99,San Juan Capistrano,07.05.2022
1308,11.01,+0.5,Marie-Josée Ta Lou,CIV,18.11.88,Paris,18.06.2022
1308,11.01,+0.5,Marybeth Sant-Price,USA,06.06.95,Eugene,24.06.2022
1308,11.01,Twanisha,Terry,USA,24.01.99,Memphis,30.07.2022
1308,11.01,+0.4,Julien Alfred,LCA,10.06.01,Birmingham,03.08.2022
1308,11.01,+0.4,Mikiah Brisco,USA,14.07.96,Atlanta,06.05.2023
1308,11.01,+2.0,Celera Barnes,USA,02.12.98,Devonshire,21.05.2023
1308,11.01,+0.1,Rosemary Chukwuma,NGR,05.12.01,Austin,08.06.2023
1436,11.02,+0.7,Evelyn Ashford,USA,15.04.57,Berlin,17.08.1979
1436,11.02,+2.0,Romy Müller,GDR,26.07.58,Dresden,24.05.1980
1436,11.02,+0.8,Evelyn Ashford,USA,15.04.57,Köln,23.08.1981
1436,11.02,+0.1,Evelyn Ashford,USA,15.04.57,Roma,05.09.1981
1436,11.02,-0.5,Marita Koch,GDR,18.02.57,Helsinki,08.08.1983
1436,11.02,-0.2,Lyudmila Kondratyeva,RUS,11.04.58,Praha,16.08.1984
1436,11.02,+1.3,Florence Griffith-Joyner,USA,21.12.59,Berlin,17.08.1984
1436,11.02,-0.6,Valerie Brisco,USA,06.07.60,Zürich,21.08.1985
1436,11.02,±0.0,Alice Brown,USA,20.09.60,Koblenz,28.08.1985
1436,11.02,-1.3,Heike Drechsler,GER,16.12.64,Neubrandenburg,06.06.1986
1436,11.02,+1.1,Silke Möller,GER,20.06.64,Jena,27.06.1986
1436,11.02,+1.0,Marlies Göhr,GDR,21.03.58,Dresden,16.08.1986
1436,11.02,+1.3,Anelia Nuneva,BUL,30.06.62,Schwechat,15.06.1988
1436,11.02,-0.6,Marlies Göhr,GDR,21.03.58,Düsseldorf,19.06.1988
1436,11.02A,+2.0,Gwen Torrence,USA,12.06.65,Sestriere,11.08.1988
1436,11.02,+0.5,Gwen Torrence,USA,12.06.65,Seoul,25.09.1988
1436,11.02,+0.2,Merlene Ottey,JAM,10.05.60,London,14.07.1989
1436,11.02,+0.4,Katrin Krabbe,GER,22.11.69,Karl-Marx-Stadt,16.06.1990
1436,11.02,+1.0,Gwen Torrence,USA,12.06.65,New York City,14.06.1991
1436,11.02,-0.5,Gail Devers,USA,19.11.66,New Orleans,20.06.1992
1436,11.02,+0.3,Irina Privalova,RUS,12.11.68,Moskva,22.06.1992
1436,11.02,-2.9,Gwen Torrence,USA,12.06.65,Barcelona,01.08.1992
1436,11.02,+1.5,Gwen Torrence,USA,12.06.65,Berlin,21.08.1992
1436,11.02,±0.0,Gwen Torrence,USA,12.06.65,Stuttgart,15.08.1993
1436,11.02,±0.0,Liu Xiaomei,CHN,11.01.72,Beijing,08.09.1993
1436,11.02,+0.3,Zhanna Block,UKR,06.07.72,Kyiv,28.05.1994
1436,11.02,+0.1,Merlene Ottey,JAM,10.05.60,Helsinki,29.06.1994
1436,11.02,+0.6,Irina Privalova,RUS,12.11.68,Helsinki,08.08.1994
1436,11.02,+0.4,Irina Privalova,RUS,12.11.68,Paris,03.09.1994
1436,11.02,±0.0,Irina Privalova,RUS,12.11.68,Madrid,06.09.1994
1436,11.02,+1.3,Chryste Gaines,USA,14.09.70,Sacramento,15.06.1995
1436,11.02,+0.2,Chryste Gaines,USA,14.09.70,Atlanta,15.06.1996
1436,11.02,+0.8,Galina Malchugina,RUS,17.12.62,Sankt Peterburg,02.07.1996
1436,11.02,±0.0,Merlene Ottey,JAM,10.05.60,Atlanta,26.07.1996
1436,11.02,+0.2,Gail Devers,USA,19.11.66,Villeneuve d'Ascq,29.06.1997
1436,11.02,+0.9,Zhanna Block,UKR,06.07.72,Bruxelles,22.08.1997
1436,11.02,+1.2,Merlene Ottey,JAM,10.05.60,Istanbul,30.05.1998
1436,11.02,+0.3,Zhanna Block,UKR,06.07.72,Linz,05.07.1998
1436,11.02,±0.0,Merlene Ottey,JAM,10.05.60,Nürnberg,11.07.1998
1436,11.02,+0.6,Sevatheda Fynes,BAH,17.10.74,Roma,14.07.1998
1436,11.02,+0.9,Irina Privalova,RUS,12.11.68,Budapest,19.08.1998
1436,11.02,±0.0,Ekateríni Thánou,GRE,01.02.75,Lausanne,25.08.1998
1436,11.02,+1.1,Inger Miller,USA,12.06.72,Lausanne,02.07.1999
1436,11.02,+1.0,Zhanna Block,UKR,06.07.72,Luzern,05.07.1999
1436,11.02,+0.1,Chandra Sturrup,BAH,12.09.71,Sevilla,22.08.1999
1436,11.02,±0.0,LaTasha Jenkins,USA,19.12.77,Athens GA,05.05.2001
1436,11.02,+0.6,Ekateríni Thánou,GRE,01.02.75,Athínai,11.06.2001
1436,11.02,+0.2,Zhanna Block,UKR,06.07.72,Réthymno,01.07.2001
1436,11.02,-0.3,Chandra Sturrup,BAH,12.09.71,Edmonton,06.08.2001
1436,11.02,+0.9,Zhanna Block,UKR,06.07.72,Athínai,10.06.2002
1436,11.02,+0.7,Tayna Lawrence,JAM,17.09.75,Roma,12.07.2002
1436,11.02A,-0.6,Chryste Gaines,USA,14.09.70,Ciudad de México,03.05.2003
1436,11.02,+0.8,Zhanna Block,UKR,06.07.72,Saint-Denis,24.08.2003
1436,11.02,+0.9,Chandra Sturrup,BAH,12.09.71,Saint-Denis,24.08.2003
1436,11.02,+1.5,Yuliya Nesterenko,BLR,15.06.79,Réthymno,23.06.2004
1436,11.02,+1.1,Chandra Sturrup,BAH,12.09.71,Nassau,09.07.2005
1436,11.02,+1.1,Chandra Sturrup,BAH,12.09.71,Berlin,04.09.2005
1436,11.02,+1.1,Chandra Sturrup,BAH,12.09.71,Shanghai,17.09.2005
1436,11.02,-0.9,Torri Edwards,USA,31.01.77,Indianapolis,22.06.2007
1436,11.02,+0.8,Mikele Barber,USA,04.10.80,Rio de Janeiro,24.07.2007
1436,11.02,-0.3,Torri Edwards,USA,31.01.77,Osaka,27.08.2007
1436,11.02,-0.2,Carmelita Jeter,USA,24.11.79,Osaka,27.08.2007
1436,11.02,+0.9,Veronica Campbell-Brown,JAM,16.05.82,Orlando,10.05.2008
1436,11.02,+0.6,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,27.06.2008
1436,11.02,+1.0,Angela Williams,USA,30.01.80,Eugene,28.06.2008
1436,11.02,-0.7,Torri Edwards,USA,31.01.77,Monaco,29.07.2008
1436,11.02,+0.1,Sherone Simpson,JAM,12.08.84,Beijing,16.08.2008
1436,11.02,+1.4,Alexandra Anderson,USA,28.01.87,Fayetteville,10.06.2009
1436,11.02,+0.4,Carmelita Jeter,USA,24.11.79,Athínai,13.07.2009
1436,11.02,Shelly-Ann,Fraser-Pryce,JAM,27.12.86,Berlin,16.08.2009
1436,11.02,-0.1,Veronica Campbell-Brown,JAM,16.05.82,Osaka,08.05.2010
1436,11.02,+0.3,Sherone Simpson,JAM,12.08.84,Gateshead,10.07.2010
1436,11.02,+2.0,Alexandra Anderson,USA,28.01.87,Eugene,04.06.2011
1436,11.02,-1.5,Carmelita Jeter,USA,24.11.79,Daegu,29.08.2011
1436,11.02,+0.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,29.06.2012
1436,11.02,-0.4,Allyson Felix,USA,18.11.85,Zürich,30.08.2012
1436,11.02,+1.2,Octavious Freeman,USA,20.04.92,Gainesville,05.04.2013
1436,11.02,+0.4,Barbara Pierre,USA,28.04.87,Georgetown,08.05.2013
1436,11.02,+1.1,Kerron Stewart,JAM,16.04.84,London,27.07.2013
1436,11.02,+1.1,Verena Sailer,GER,16.10.85,Weinheim,02.08.2013
1436,11.02,-0.4,Kerron Stewart,JAM,16.04.84,Moskva,11.08.2013
1436,11.02,+0.5,Alexandra Anderson,USA,28.01.87,Zürich,29.08.2013
1436,11.02,-0.4,Kerron Stewart,JAM,16.04.84,Kingston,27.06.2014
1436,11.02,+2.0,Joanna Atkins,USA,31.01.89,Sacramento,27.06.2014
1436,11.02,+0.1,Veronica Campbell-Brown,JAM,16.05.82,Glasgow,28.07.2014
1436,11.02,+1.4,Muna Lee,USA,30.10.81,Walnut,18.04.2015
1436,11.02,+1.8,Dina Asher-Smith,GBR,04.12.95,Hengelo,24.05.2015
1436,11.02,+1.7,Carmelita Jeter,USA,24.11.79,Eugene,30.05.2015
1436,11.02,+0.2,Dafne Schippers,NED,15.06.92,Saint-Denis,04.07.2015
1436,11.02,+1.7,English Gardner,USA,22.04.92,Madrid,11.07.2015
1436,11.02,+0.8,Dafne Schippers,NED,15.06.92,Amsterdam,31.07.2015
1436,11.02,-0.3,Natasha Morrison,JAM,17.11.92,Beijing,24.08.2015
1436,11.02,-0.3,Blessing Okagbare,NGR,09.10.88,Beijing,24.08.2015
1436,11.02,+0.6,Marie-Josée Ta Lou,CIV,18.11.88,Brazzaville,14.09.2015
1436,11.02,+0.7,Murielle Ahouré-Demps,CIV,23.08.87,Ad-Dawhah,06.05.2016
1436,11.02,+0.8,English Gardner,USA,22.04.92,Birmingham,05.06.2016
1436,11.02,-1.2,English Gardner,USA,22.04.92,Birmingham,05.06.2016
1436,11.02,+0.3,Blessing Okagbare,NGR,09.10.88,Sapele,07.07.2016
1436,11.02,+1.0,Christania Williams,JAM,17.10.94,Rovereto,06.09.2016
1436,11.02,+1.7,Aleia Hobbs,USA,24.02.96,Columbia,12.05.2017
1436,11.02,-1.4,Morolake Akinosun,USA,17.05.94,London,09.07.2017
1436,11.02,+0.3,Michelle-Lee Ahye,TTO,10.04.92,Rabat,16.07.2017
1436,11.02,+1.5,Tamara Clark,USA,09.01.99,Knoxville,13.05.2018
1436,11.02,+1.3,Dafne Schippers,NED,15.06.92,Lausanne,05.07.2018
1436,11.02,+0.1,Elaine Thompson-Herah,JAM,28.06.92,Monaco,20.07.2018
1436,11.02,+0.9,English Gardner,USA,22.04.92,Rovereto,23.08.2018
1436,11.02A,+0.8,Briana Williams,JAM,21.03.02,Albuquerque,08.06.2019
1436,11.02,+1.6,Kiara Parker,USA,28.10.96,Austin,08.06.2019
1436,11.02,+0.3,Marie-Josée Ta Lou,CIV,18.11.88,Palo Alto,30.06.2019
1436,11.02,+0.1,Murielle Ahouré-Demps,CIV,23.08.87,Ad-Dawhah,29.09.2019
1436,11.02,+1.3,TyNia Gaither,BAH,16.03.93,Miami,24.04.2021
1436,11.02,+0.7,Mikiah Brisco,USA,14.07.96,Baton Rouge,24.04.2021
1436,11.02,+0.7,Symone Mason,USA,31.08.99,Baton Rouge,24.04.2021
1436,11.02,+0.4,Shericka Jackson,JAM,16.07.94,Kingston,29.05.2021
1436,11.02,+0.8,Blessing Okagbare,NGR,09.10.88,Hengelo,06.06.2021
1436,11.02,+1.1,Teahna Daniels,USA,25.03.97,Eugene,18.06.2021
1436,11.02,+0.9,Briana Williams,JAM,21.03.02,Kingston,25.06.2021
1436,11.02,-0.6,Teahna Daniels,USA,25.03.97,Tokyo,31.07.2021
1436,11.02,+0.6,Javianne Oliver,USA,26.12.94,Zürich,09.09.2021
1436,11.02A,-0.4,Bassant Hemida,EGY,28.09.96,Nairobi,07.05.2022
1436,11.02,-0.7,Abby Steiner,USA,24.11.99,Oxford MS,14.05.2022
1436,11.02,-1.3,Favour Ofili,NGR,31.12.02,Bloomington,28.05.2022
1436,11.02,+0.2,Julien Alfred,LCA,10.06.01,Eugene,11.06.2022
1436,11.02,+0.2,Kemba Nelson,JAM,23.02.00,Eugene,11.06.2022
1436,11.02,+2.0,Celera Barnes,USA,02.12.98,Eugene,23.06.2022
1436,11.02,+1.5,Javianne Oliver,USA,26.12.94,Eugene,23.06.2022
1436,11.02,+0.7,Shericka Jackson,JAM,16.07.94,Eugene,16.07.2022
1436,11.02,-0.2,Daryll Neita,GBR,29.08.96,Birmingham,02.08.2022
1436,11.02,-0.2,Rosemary Chukwuma,NGR,05.12.01,Birmingham,02.08.2022
1436,11.02,+1.3,Twanisha Terry,USA,24.01.99,Székesfehérvár,08.08.2022
1436,11.02,+0.3,Twanisha Terry,USA,24.01.99,Rovereto,30.08.2022
1436,11.02,-0.8,Daryll Neita,GBR,29.08.96,Zürich,08.09.2022
1436,11.02,+1.3,Zoe Hobbs,NZL,11.09.97,Waitakere,16.03.2023
1436,11.02,+0.9,Anthonique Strachan,BAH,22.08.93,Kingston,25.03.2023
1436,11.02,+1.1,Samirah Moody,USA,08.11.02,Los Angeles,08.04.2023
1436,11.02,+0.2,Mikiah Brisco,USA,14.07.96,Atlanta,06.05.2023
1436,11.02,+1.0,Kennedy Blackmon,USA,02.10.99,Sacramento,27.05.2023
1573,11.03,+2.0,Annegret Richter,FRG,13.10.50,Gelsenkirchen,25.06.1977
1573,11.03,+2.0,Monika Hamann,GDR,08.06.54,Dresden,01.07.1977
1573,11.03,+0.3,Marlies Göhr,GDR,21.03.58,Torino,04.08.1979
1573,11.03,+1.9,Marlies Göhr,GDR,21.03.58,Jena,29.05.1982
1573,11.03,+1.4,Merlene Ottey,JAM,10.05.60,Brisbane,04.10.1982
1573,11.03,-0.9,Marlies Göhr,GDR,21.03.58,Jena,28.05.1983
1573,11.03,+1.7,Silke Möller,GER,20.06.64,Berlin,08.06.1983
1573,11.03,-1.7,Diane Williams,USA,14.12.60,Bruxelles,26.08.1983
1573,11.03,-0.3,Evelyn Ashford,USA,15.04.57,Los Angeles,05.08.1984
1573,11.03,+0.4,Silke Möller,GER,20.06.64,Potsdam,05.06.1987
1573,11.03,+0.4,Marlies Göhr,GDR,21.03.58,Potsdam,30.06.1988
1573,11.03,Merlene,Ottey,JAM,10.05.60,Kingston,15.07.1988
1573,11.03,+1.3,Alice Brown,USA,20.09.60,Indianapolis,17.07.1988
1573,11.03,+0.6,Evelyn Ashford,USA,15.04.57,Zürich,17.08.1988
1573,11.03,+1.0,Juliet Cuthbert,JAM,09.04.64,Seoul,24.08.1988
1573,11.03,+0.1,Merlene Ottey,JAM,10.05.60,Seoul,24.09.1988
1573,11.03,+0.5,Merlene Ottey,JAM,10.05.60,Seoul,24.09.1988
1573,11.03,-0.1,Merlene Ottey,JAM,10.05.60,Bruxelles,25.08.1989
1573,11.03,±0.0,Carlette Guidry,USA,04.09.68,Seattle,24.07.1990
1573,11.03A,-1.9,Merlene Ottey,JAM,10.05.60,Sestriere,31.07.1991
1573,11.03,-3.0,Gwen Torrence,USA,12.06.65,Tokyo,27.08.1991
1573,11.03,-0.6,Gail Devers,USA,19.11.66,Stuttgart,16.08.1993
1573,11.03,-0.4,Gwen Torrence,USA,12.06.65,London,10.09.1993
1573,11.03,+2.0,Holli Hyche,USA,06.09.71,Boise,03.06.1994
1573,11.03,±0.0,Irina Privalova,RUS,12.11.68,Monaco,02.08.1994
1573,11.03,+0.1,Irina Privalova,RUS,12.11.68,Köln,21.08.1994
1573,11.03,+1.5,Mary Onyali,NGR,03.02.68,Victoria,23.08.1994
1573,11.03,+0.8,Carlette Guidry,USA,04.09.68,Göteborg,05.08.1995
1573,11.03,+1.4,D'Andre Hill,USA,19.04.73,Eugene,01.06.1996
1573,11.03,+0.3,Merlene Ottey,JAM,10.05.60,Kingston,28.06.1996
1573,11.03,+1.0,Irina Privalova,RUS,12.11.68,Monaco,10.08.1996
1573,11.03,+1.0,Inger Miller,USA,12.06.72,Monaco,10.08.1996
1573,11.03,+0.4,Christine Arron,FRA,13.09.73,Montauban,22.07.1997
1573,11.03,+0.4,Sevatheda Fynes,BAH,17.10.74,Athínai,03.08.1997
1573,11.03,-0.3,Gail Devers,USA,19.11.66,Catania,31.08.1997
1573,11.03,-0.6,Li Xuemei,CHN,05.01.77,Shanghai,17.10.1997
1573,11.03,±0.0,Liu Xiaomei,CHN,11.01.72,Shanghai,17.10.1997
1573,11.03,+0.3,Inger Miller,USA,12.06.72,Linz,05.07.1998
1573,11.03,±0.0,Inger Miller,USA,12.06.72,Lausanne,25.08.1998
1573,11.03A,-0.6,Peta-Gaye Dowdie,JAM,18.01.77,El Paso,10.04.1999
1573,11.03,+1.0,Sevatheda Fynes,BAH,17.10.74,Nassau,26.05.1999
1573,11.03,-1.3,Ekateríni Thánou,GRE,01.02.75,Athínai,05.06.1999
1573,11.03,-0.1,Merlene Ottey,JAM,10.05.60,Nürnberg,13.06.1999
1573,11.03A,+1.0,Philomina Mensah,CAN,11.05.75,Monachil,10.08.1999
1573,11.03A,+0.2,Mercy Nku,NGR,17.07.76,Johannesburg,15.09.1999
1573,11.03,+0.9,Christine Arron,FRA,13.09.73,Lausanne,05.07.2000
1573,11.03,+1.3,Carlette Guidry,USA,04.09.68,Sacramento,14.07.2000
1573,11.03,+0.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Zürich,11.08.2000
1573,11.03,-1.2,Sevatheda Fynes,BAH,17.10.74,Thessaloníki,30.08.2000
1573,11.03,+0.1,Sevatheda Fynes,BAH,17.10.74,Berlin,01.09.2000
1573,11.03,+0.3,Muriel Hurtis,FRA,25.03.79,Monaco,19.07.2002
1573,11.03,-1.1,Chryste Gaines,USA,14.09.70,Osaka,10.05.2003
1573,11.03,+0.7,Chryste Gaines,USA,14.09.70,Eugene,24.05.2003
1573,11.03,+0.9,Ekateríni Thánou,GRE,01.02.75,Saint-Denis,24.08.2003
1573,11.03,±0.0,Christine Arron,FRA,13.09.73,Sotteville-lès-Rouen,16.07.2004
1573,11.03,±0.0,Lauryn Williams,USA,11.09.83,Athínai,20.08.2004
1573,11.03,-0.1,Sherone Simpson,JAM,12.08.84,Athínai,21.08.2004
1573,11.03,+0.8,Sherone Simpson,JAM,12.08.84,Kingston,07.05.2005
1573,11.03,+1.1,Ivet Lalova-Collio,BUL,18.05.84,Ostrava,09.06.2005
1573,11.03,±0.0,Christine Arron,FRA,13.09.73,Saint-Denis,01.07.2005
1573,11.03,-0.3,Christine Arron,FRA,13.09.73,Roma,08.07.2005
1573,11.03,+1.5,Maria Karastamáti,GRE,10.12.84,Erfurt,16.07.2005
1573,11.03,-0.8,Christine Arron,FRA,13.09.73,Helsinki,07.08.2005
1573,11.03,+1.3,Lauryn Williams,USA,11.09.83,Helsinki,08.08.2005
1573,11.03,+1.4,Kerron Stewart,JAM,16.04.84,Fayetteville,14.05.2006
1573,11.03,+1.1,Me'Lisa Barber,USA,04.10.80,Lausanne,11.07.2006
1573,11.03,+1.5,LaTasha Jenkins,USA,19.12.77,Heusden-Zolder,22.07.2006
1573,11.03,+1.0,Kerron Stewart,JAM,16.04.84,Kingston,23.06.2007
1573,11.03,+0.8,Torri Edwards,USA,31.01.77,Roma,13.07.2007
1573,11.03,-0.5,Me'Lisa Barber,USA,04.10.80,Stockholm,07.08.2007
1573,11.03,+1.1,Gloria Asumnu,USA,22.05.85,Clermont,24.05.2008
1573,11.03,+1.8,Lauryn Williams,USA,11.09.83,Eugene,27.06.2008
1573,11.03,+1.8,LaShauntea Moore,USA,31.07.83,Eugene,28.06.2008
1573,11.03,±0.0,Lauryn Williams,USA,11.09.83,Beijing,17.08.2008
1573,11.03,+0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Lausanne,02.09.2008
1573,11.03,±0.0,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Lausanne,07.07.2009
1573,11.03,±0.0,Veronica Campbell-Brown,JAM,16.05.82,Monaco,28.07.2009
1573,11.03,-0.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Berlin,17.08.2009
1573,11.03,+1.2,Chandra Sturrup,BAH,12.09.71,Shanghai,20.09.2009
1573,11.03,+0.8,Blessing Okagbare,NGR,09.10.88,Eugene,03.07.2010
1573,11.03,+0.4,Kelly-Ann Baptiste,TTO,14.10.86,Monaco,22.07.2010
1573,11.03,+0.4,Sherone Simpson,JAM,12.08.84,Monaco,22.07.2010
1573,11.03A,+1.8,Blessing Okagbare,NGR,09.10.88,Nairobi,29.07.2010
1573,11.03,+0.6,English Gardner,USA,22.04.92,Tucson,14.05.2011
1573,11.03,-1.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Daegu,29.08.2011
1573,11.03,+1.1,Ruddy Zang Milama,GAB,06.06.87,Port of Spain,19.05.2012
1573,11.03,+1.6,Ruddy Zang Milama,GAB,06.06.87,Angers,16.06.2012
1573,11.03,-0.2,Veronica Campbell-Brown,JAM,16.05.82,Kingston,29.06.2012
1573,11.03,-0.2,Carmelita Jeter,USA,24.11.79,London,14.07.2012
1573,11.03,+0.9,Sherone Simpson,JAM,12.08.84,Kingston,21.06.2013
1573,11.03,-0.6,Blessing Okagbare,NGR,09.10.88,Moskva,11.08.2013
1573,11.03,+1.7,Remona Burchell,JAM,15.09.91,Jacksonville,30.05.2014
1573,11.03,+0.9,Dafne Schippers,NED,15.06.92,Glasgow,12.07.2014
1573,11.03,+0.8,Myriam Soumaré,FRA,29.10.86,Monaco,18.07.2014
1573,11.03,+0.3,Veronica Campbell-Brown,JAM,16.05.82,Glasgow,28.07.2014
1573,11.03,-1.4,Murielle Ahouré-Demps,CIV,23.08.87,Marrakesh,11.08.2014
1573,11.03,-0.4,Myriam Soumaré,FRA,29.10.86,Zürich,12.08.2014
1573,11.03,-0.6,Murielle Ahouré-Demps,CIV,23.08.87,Oslo,11.06.2015
1573,11.03,+2.0,Jenna Prandini,USA,20.11.92,Eugene,11.06.2015
1573,11.03,+0.4,Natasha Morrison,JAM,17.11.92,Kingston,26.06.2015
1573,11.03,+0.4,Tori Bowie,USA,27.08.90,Boston,17.06.2016
1573,11.03,+0.8,Tianna Bartoletta,USA,30.08.85,Eugene,02.07.2016
1573,11.03,+0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,London,23.07.2016
1573,11.03,-1.3,Michelle-Lee Ahye,TTO,10.04.92,London,23.07.2016
1573,11.03,+0.5,Marie-Josée Ta Lou,CIV,18.11.88,Roma,08.06.2017
1573,11.03,+1.4,Kimberlyn Duncan,USA,02.08.91,Sacramento,22.06.2017
1573,11.03,+0.7,Allyson Felix,USA,18.11.85,Sacramento,22.06.2017
1573,11.03,+0.7,Christania Williams,JAM,17.10.94,Kingston,23.06.2017
1573,11.03,+0.3,Blessing Okagbare,NGR,09.10.88,Rabat,16.07.2017
1573,11.03A,±0.0,Carina Horn,RSA,09.03.89,Pretoria,15.03.2018
1573,11.03,+1.5,Dafne Schippers,NED,15.06.92,Ad-Dawhah,04.05.2018
1573,11.03,+1.9,Tori Bowie,USA,27.08.90,Eugene,26.05.2018
1573,11.03,-0.1,Murielle Ahouré-Demps,CIV,23.08.87,Chantz,10.06.2018
1573,11.03,+1.5,Ashley Henderson,USA,04.12.95,Des Moines,22.06.2018
1573,11.03,+0.3,Vitoria Cristina Rosa,BRA,12.01.96,Guadalajara,05.07.2018
1573,11.03,+1.3,Mujinga Kambundji,SUI,17.06.92,Lausanne,05.07.2018
1573,11.03,+1.3,Murielle Ahouré-Demps,CIV,23.08.87,Lausanne,05.07.2018
1573,11.03,+0.4,Twanisha Terry,USA,24.01.99,Tampere,12.07.2018
1573,11.03,+0.2,Aleia Hobbs,USA,24.02.96,Shanghai,18.05.2019
1573,11.03,-2.0,Dina Asher-Smith,GBR,04.12.95,Birmingham,24.08.2019
1573,11.03,+1.9,Shaunae Miller-Uibo,BAH,15.04.94,Clermont,24.07.2020
1573,11.03,+1.1,Javianne Oliver,USA,26.12.94,Ad-Dawhah,28.05.2021
1573,11.03,+1.4,Symone Mason,USA,31.08.99,Jacksonville,29.05.2021
1573,11.03,+0.5,Twanisha Terry,USA,24.01.99,Eugene,10.06.2021
1573,11.03,-1.0,Teahna Daniels,USA,25.03.97,Eugene,19.06.2021
1573,11.03,+1.1,Natasha Morrison,JAM,17.11.92,Kingston,25.06.2021
1573,11.03,-1.2,Elaine Thompson-Herah,JAM,28.06.92,Lignano Sabbiadoro,03.07.2021
1573,11.03,+0.9,Christine Mboma,NAM,22.05.03,Birmingham AL,02.04.2022
1573,11.03,+1.3,Briana Williams,JAM,21.03.02,Clermont,01.05.2022
1573,11.03,-0.4,Grace Nwokocha,NGR,07.04.01,Benin City,25.06.2022
1573,11.03,-0.1,Melissa Jefferson,USA,21.02.01,Eugene,16.07.2022
1573,11.03,+0.8,Melissa Jefferson,USA,21.02.01,Eugene,17.07.2022
1573,11.03,+0.6,Tamara Clark,USA,09.01.99,Bruxelles,02.09.2022
1573,11.03,-0.8,Aleia Hobbs,USA,24.02.96,Zürich,08.09.2022
1573,11.03,+2.0,Gina Lückenkemper,GER,21.11.96,Devonshire,21.05.2023
1573,11.03,+1.5,Mia Brahe-Pedersen,USA,28.11.05,Eugene,27.05.2023
1709,11.04,+0.6,Ingeborg Helten,FRG,31.12.50,Fürth,13.06.1976
1709,11.04,+1.8,Evelyn Ashford,USA,15.04.57,Indianapolis,25.07.1982
1709,11.04,+1.0,Marita Koch,GDR,18.02.57,Berlin,08.06.1983
1709,11.04,-0.5,Evelyn Ashford,USA,15.04.57,Indianapolis,18.06.1983
1709,11.04,+1.8,Bärbel Wöckel,GDR,21.03.55,Dresden,26.07.1984
1709,11.04,+1.7,Diane Williams,USA,14.12.60,Zürich,22.08.1984
1709,11.04,+1.7,Ingrid Auerswald,GDR,02.09.57,Zürich,22.08.1984
1709,11.04,+0.5,Alice Brown,USA,20.09.60,Roma,07.09.1985
1709,11.04,+0.8,Anelia Nuneva,BUL,30.06.62,Stuttgart,27.08.1986
1709,11.04,-0.6,Gail Devers,USA,19.11.66,Zürich,19.08.1987
1709,11.04,-0.5,Merlene Ottey,JAM,10.05.60,Roma,30.08.1987
1709,11.04,+0.9,Gwen Torrence,USA,12.06.65,Knoxville,22.05.1988
1709,11.04,+0.6,Sheila Echols,USA,02.10.64,Tampa,17.06.1988
1709,11.04,Juliet,Cuthbert,JAM,09.04.64,Kingston,15.07.1988
1709,11.04,+1.2,Alice Brown,USA,20.09.60,Indianapolis,17.07.1988
1709,11.04,-0.5,Merlene Ottey,JAM,10.05.60,Berlin,05.07.1989
1709,11.04,+0.6,Laurence Bily,FRA,05.05.63,Tours,13.08.1989
1709,11.04,-0.2,Merlene Ottey,JAM,10.05.60,Monaco,01.09.1989
1709,11.04,+0.8,Merlene Ottey,JAM,10.05.60,Malmö,07.08.1990
1709,11.04,+0.8,Mary Onyali,NGR,03.02.68,Villeneuve d'Ascq,01.07.1991
1709,11.04,-1.0,Gwen Torrence,USA,12.06.65,Zürich,07.08.1991
1709,11.04,-0.1,Katrin Krabbe,GER,22.11.69,Köln,08.09.1991
1709,11.04,+1.3,Ludmila Engquist,RUS,21.04.64,Haniá,31.05.1992
1709,11.04,+0.5,Gail Devers,USA,19.11.66,Stockholm,05.07.1993
1709,11.04,-0.1,Gwen Torrence,USA,12.06.65,Köln,01.08.1993
1709,11.04,+0.7,Gail Devers,USA,19.11.66,Stuttgart,15.08.1993
1709,11.04,±0.0,Gwen Torrence,USA,12.06.65,Sacramento,16.06.1995
1709,11.04,+0.6,Melanie Paschke,GER,29.06.70,Bremen,30.06.1995
1709,11.04,+1.9,Gail Devers,USA,19.11.66,Long Beach,15.07.1995
1709,11.04,+1.5,Merlene Ottey,JAM,10.05.60,Chemnitz,19.05.1996
1709,11.04,-0.2,Chryste Gaines,USA,14.09.70,Atlanta,14.06.1996
1709,11.04,-0.1,Mary Onyali,NGR,03.02.68,Atlanta,27.07.1996
1709,11.04,+1.0,Mary Onyali,NGR,03.02.68,Monaco,10.08.1996
1709,11.04,-0.5,Merlene Ottey,JAM,10.05.60,Bruxelles,23.08.1996
1709,11.04,-0.5,Sevatheda Fynes,BAH,17.10.74,Bloomington,07.06.1997
1709,11.04,+0.2,Inger Miller,USA,12.06.72,Indianapolis,12.06.1997
1709,11.04,-0.3,Christine Arron,FRA,13.09.73,Athínai,02.08.1997
